Date,Time,Transaction,Item
2016-12-14,15:34:42,3159,Value1
2016-12-14,15:38:44,3160,Alfajores
2016-12-14,15:38:44,3160,Value6
2016-12-14,15:41:10,3161,Value7
2016-12-14,15:41:10,3161,Value4mie Dodgers
2016-12-14,15:45:04,3162,Value4mie Dodgers
2016-12-14,15:45:04,3162,Value1
2016-12-14,15:57:54,3163,Value12
2016-12-14,15:57:54,3163,Value7
2016-12-14,15:57:54,3163,Value4mie Dodgers
2016-12-14,15:57:54,3163,Cake
2016-12-14,15:57:54,3163,Value1
2016-12-15,08:45:35,3164,Value7
2016-12-15,08:45:35,3164,Value7
2016-12-15,08:45:35,3164,NONE
2016-12-15,08:48:05,3165,Value1
2016-12-15,08:48:05,3165,NONE
2016-12-15,08:48:05,3165,Value8
2016-12-15,08:48:05,3165,Value9
2016-12-15,08:58:26,3166,Alfajores
2016-12-15,08:58:26,3166,Value8
2016-12-15,09:08:14,3167,Value9
2016-12-15,09:08:14,3167,Toast
2016-12-15,09:08:14,3167,NONE
2016-12-15,09:08:14,3167,Value7
2016-12-15,09:15:23,3168,Value1
2016-12-15,09:15:23,3168,Value12
2016-12-15,09:15:23,3168,Value8
2016-12-15,09:25:55,3169,Value1
2016-12-15,09:31:22,3170,Value7
2016-12-15,09:35:15,3171,Value1
2016-12-15,09:35:15,3171,Value3
2016-12-15,10:11:53,3172,Value1
2016-12-15,10:15:15,3173,Value8
2016-12-15,10:27:01,3174,NONE
2016-12-15,10:27:01,3174,Value7
2016-12-15,10:27:01,3174,Value7
2016-12-15,10:31:54,3175,Value1
2016-12-15,10:49:06,3176,Value7
2016-12-15,10:49:06,3176,Value3
2016-12-15,10:50:39,3177,Value11
2016-12-15,10:54:10,3178,Value7
2016-12-15,11:00:14,3179,Value7
2016-12-15,11:00:14,3179,Value7
2016-12-15,11:03:43,3180,Value7
2016-12-15,11:04:15,3181,Dulce de Leche
2016-12-15,11:24:12,3182,Value8
2016-12-15,11:24:12,3182,Value11
2016-12-15,11:26:29,3183,Value1
2016-12-15,11:26:29,3183,Vegan mincepie
2016-12-15,11:26:29,3183,Value1
2016-12-15,11:28:21,3184,Value1
2016-12-15,11:40:20,3185,Value7
2016-12-15,11:40:20,3185,Value3
2016-12-15,11:40:20,3185,Value8
2016-12-15,12:04:56,3186,Value7
2016-12-15,12:04:56,3186,Vegan mincepie
2016-12-15,12:04:56,3186,Value8
2016-12-15,12:09:32,3187,Value1
2016-12-15,12:30:24,3188,Value1
2016-12-15,12:30:24,3188,Value1
2016-12-15,12:32:00,3189,Value7
2016-12-15,12:32:00,3189,Value3
2016-12-15,12:33:54,3190,Value1
2016-12-15,12:33:54,3190,Sandwich
2016-12-15,12:33:54,3190,Value7
2016-12-15,12:54:03,3191,Value1
2016-12-15,12:58:19,3192,Value7
2016-12-15,12:58:19,3192,Value7
2016-12-15,12:58:19,3192,Value3
2016-12-15,13:00:21,3193,Value7
2016-12-15,13:00:43,3194,Value7
2016-12-15,13:04:16,3195,Sandwich
2016-12-15,13:04:16,3195,Coke
2016-12-15,13:13:39,3196,Value7
2016-12-15,13:23:10,3197,NONE
2016-12-15,13:23:10,3197,Value7
2016-12-15,13:23:10,3197,Value1
2016-12-15,13:25:15,3198,Value1
2016-12-15,13:54:32,3199,Value7
2016-12-15,13:55:06,3200,Value7
2016-12-15,13:55:06,3200,Value7
2016-12-15,13:58:33,3201,Value7
2016-12-15,13:58:33,3201,Fudge
2016-12-15,14:02:14,3202,Value7
2016-12-15,14:02:14,3202,Sandwich
2016-12-15,14:02:14,3202,Value12
2016-12-15,14:02:14,3202,Value1
2016-12-15,14:20:56,3203,Value7
2016-12-15,14:20:56,3203,Value7
2016-12-15,14:20:56,3203,NONE
2016-12-15,14:20:56,3203,Sandwich
2016-12-15,14:31:07,3204,Value1
2016-12-15,14:32:15,3205,NONE
2016-12-15,14:32:15,3205,Value1
2016-12-15,14:32:15,3205,Value7
2016-12-15,14:47:06,3206,Value7
2016-12-15,14:47:06,3206,Value7
2016-12-15,14:47:06,3206,Value3
2016-12-15,14:58:39,3207,Fudge
2016-12-15,15:25:58,3208,Value7
2016-12-15,15:36:45,3209,Value7
2016-12-15,15:36:45,3209,Value1
2016-12-15,15:50:38,3210,Value1
2016-12-15,15:50:38,3210,Value1
2016-12-15,16:15:08,3211,Value5
2016-12-15,16:21:38,3212,Value1
2016-12-15,16:44:47,3213,Value7
2016-12-15,16:44:47,3213,Value1
2016-12-15,16:44:47,3213,Value1
2016-12-15,16:44:47,3213,Alfajores
2016-12-15,16:49:16,3214,Value12
2016-12-15,17:28:55,3215,Bare Popcorn
2016-12-15,17:28:55,3215,Value15
2016-12-15,18:41:21,3216,Value11
2016-12-15,18:43:39,3217,Value1
2016-12-15,18:43:39,3217,Fudge
2016-12-15,18:43:39,3217,Value8
2016-12-15,19:03:12,3218,Value3
2016-12-15,19:04:29,3219,Value12
2016-12-15,19:04:29,3219,Vegan mincepie
2016-12-15,19:04:29,3219,Value4mie Dodgers
2016-12-15,19:04:29,3219,Value7
2016-12-15,19:04:29,3219,Value9
2016-12-15,19:05:46,3220,Value7
2016-12-15,19:17:17,3221,Value3
2016-12-15,19:17:17,3221,Value7
2016-12-15,19:25:50,3222,Value1
2016-12-15,20:11:01,3223,Vegan mincepie
2016-12-16,08:16:44,3224,Value9
2016-12-16,08:16:44,3224,Dulce de Leche
2016-12-16,08:55:42,3225,Muesli
2016-12-16,08:56:35,3226,Muesli
2016-12-16,09:01:04,3227,Value7
2016-12-16,09:01:04,3227,Value4
2016-12-16,09:01:04,3227,Value4
2016-12-16,09:12:41,3228,Value1
2016-12-16,09:12:41,3228,Toast
2016-12-16,09:13:25,3229,Value1
2016-12-16,09:13:25,3229,Toast
2016-12-16,09:16:08,3230,Value7
2016-12-16,09:19:28,3231,Value4mie Dodgers
2016-12-16,09:19:28,3231,Vegan mincepie
2016-12-16,09:37:48,3232,Value7
2016-12-16,09:38:27,3233,Value1
2016-12-16,09:39:46,3234,Value7
2016-12-16,09:39:46,3234,Value7
2016-12-16,09:39:46,3234,Value1
2016-12-16,09:41:18,3235,Value12
2016-12-16,09:41:18,3235,NONE
2016-12-16,09:43:53,3236,Value7
2016-12-16,09:47:47,3237,Value7
2016-12-16,09:47:47,3237,Value7
2016-12-16,09:47:47,3237,NONE
2016-12-16,09:47:47,3237,Juice
2016-12-16,09:47:47,3237,Value11
2016-12-16,09:53:31,3238,Value7
2016-12-16,09:53:31,3238,Value8
2016-12-16,09:55:19,3239,Value1
2016-12-16,10:07:06,3240,Value7
2016-12-16,10:07:35,3241,Value7
2016-12-16,10:08:18,3242,Value7
2016-12-16,10:09:25,3243,Value12
2016-12-16,10:09:25,3243,Value8
2016-12-16,10:23:29,3244,Value5
2016-12-16,10:23:29,3244,Value7
2016-12-16,10:23:29,3244,Value7
2016-12-16,10:23:29,3244,Toast
2016-12-16,10:24:07,3245,Value8
2016-12-16,10:24:07,3245,Value12
2016-12-16,10:27:33,3246,Value12
2016-12-16,10:27:33,3246,Value7
2016-12-16,10:27:33,3246,Value7
2016-12-16,10:27:33,3246,Toast
2016-12-16,10:28:58,3247,Value1
2016-12-16,10:48:01,3248,Value1
2016-12-16,10:55:50,3249,Value7
2016-12-16,10:58:05,3250,Value7
2016-12-16,10:58:05,3250,Value7
2016-12-16,11:07:33,3251,NONE
2016-12-16,11:07:33,3251,Value8
2016-12-16,11:08:52,3252,Value1
2016-12-16,11:08:52,3252,NONE
2016-12-16,11:16:53,3253,Value2
2016-12-16,11:16:53,3253,Value7
2016-12-16,11:16:53,3253,Alfajores
2016-12-16,11:38:32,3255,NONE
2016-12-16,11:38:32,3255,Truffles
2016-12-16,11:38:32,3255,Value15
2016-12-16,11:38:32,3255,Value1
2016-12-16,11:40:42,3256,NONE
2016-12-16,11:40:42,3256,Value12
2016-12-16,11:40:42,3256,Fudge
2016-12-16,11:40:42,3256,Fudge
2016-12-16,11:40:42,3256,Value4
2016-12-16,11:40:42,3256,Juice
2016-12-16,11:40:42,3256,Value15
2016-12-16,11:41:11,3257,Cake
2016-12-16,11:43:02,3258,Value1
2016-12-16,11:43:02,3258,Value5
2016-12-16,11:57:43,3259,Value7
2016-12-16,11:57:43,3259,Cake
2016-12-16,12:02:36,3260,Value7
2016-12-16,12:02:36,3260,Value12
2016-12-16,12:02:36,3260,Toast
2016-12-16,12:24:46,3261,NONE
2016-12-16,12:24:46,3261,Truffles
2016-12-16,12:38:50,3262,Value1
2016-12-16,12:40:34,3263,Value7
2016-12-16,12:41:34,3264,Value1
2016-12-16,12:42:45,3265,Value1
2016-12-16,12:44:56,3266,NONE
2016-12-16,12:44:56,3266,Truffles
2016-12-16,12:51:34,3267,Toast
2016-12-16,12:51:34,3267,NONE
2016-12-16,12:51:34,3267,Value1
2016-12-16,12:51:34,3267,Value12
2016-12-16,12:51:34,3267,Value5
2016-12-16,12:57:24,3268,Sandwich
2016-12-16,12:57:24,3268,Value7
2016-12-16,12:57:24,3268,Value7
2016-12-16,13:00:15,3269,NONE
2016-12-16,13:01:59,3270,Value1
2016-12-16,13:01:59,3270,Sandwich
2016-12-16,13:03:36,3271,NONE
2016-12-16,13:03:36,3271,Alfajores
2016-12-16,13:05:07,3272,Scone
2016-12-16,13:06:22,3273,NONE
2016-12-16,13:11:37,3274,Value1
2016-12-16,13:11:37,3274,Value7
2016-12-16,13:11:37,3274,Alfajores
2016-12-16,13:11:37,3274,Vegan mincepie
2016-12-16,13:15:10,3275,Fudge
2016-12-16,13:17:16,3276,Value4
2016-12-16,13:17:16,3276,NONE
2016-12-16,13:18:41,3277,Value7
2016-12-16,13:18:41,3277,Value8
2016-12-16,13:18:41,3277,Value4
2016-12-16,13:19:14,3278,Value7
2016-12-16,13:25:00,3279,Value12
2016-12-16,13:25:00,3279,Value1
2016-12-16,13:25:00,3279,Value1
2016-12-16,13:25:00,3279,Fudge
2016-12-16,13:26:43,3280,Value1
2016-12-16,13:26:43,3280,NONE
2016-12-16,13:26:43,3280,Sandwich
2016-12-16,13:41:50,3281,Value11
2016-12-16,13:42:40,3282,NONE
2016-12-16,13:42:40,3282,Value7
2016-12-16,13:44:42,3283,Value4
2016-12-16,13:44:42,3283,Value4
2016-12-16,13:57:25,3284,Brownie
2016-12-16,13:57:25,3284,Value7
2016-12-16,14:00:15,3285,Value12
2016-12-16,14:00:15,3285,Sandwich
2016-12-16,14:00:15,3285,Value1
2016-12-16,14:02:37,3286,NONE
2016-12-16,14:02:37,3286,Value12
2016-12-16,14:04:09,3287,Sandwich
2016-12-16,14:04:09,3287,Value12
2016-12-16,14:06:31,3288,Value7
2016-12-16,14:26:29,3289,Value7
2016-12-16,14:41:28,3290,Value1
2016-12-16,14:46:22,3291,Value12
2016-12-16,14:46:22,3291,Brownie
2016-12-16,14:47:14,3292,Value4
2016-12-16,14:57:43,3293,Value4
2016-12-16,15:05:35,3294,Value5
2016-12-16,15:05:35,3294,Sandwich
2016-12-16,15:05:35,3294,Juice
2016-12-16,15:22:52,3295,Value12
2016-12-16,15:22:52,3295,Value8
2016-12-16,15:31:46,3296,Value11
2016-12-16,15:32:52,3297,Scone
2016-12-16,15:32:52,3297,Value7
2016-12-16,15:34:47,3298,Value7
2016-12-16,15:34:47,3298,Value7
2016-12-16,15:38:54,3299,Value7
2016-12-16,15:38:54,3299,Value7
2016-12-16,15:38:54,3299,Vegan mincepie
2016-12-16,15:41:53,3300,Value1
2016-12-16,15:41:53,3300,Scone
2016-12-16,16:05:35,3301,Value11
2016-12-16,16:05:35,3301,Scone
2016-12-16,16:09:58,3303,Value7
2016-12-16,16:09:58,3303,Brownie
2016-12-16,16:26:00,3304,Value7
2016-12-16,16:26:00,3304,Value12
2016-12-16,16:31:47,3305,Value7
2016-12-16,16:51:43,3306,Value12
2016-12-16,16:51:43,3306,Value7
2016-12-16,16:52:27,3307,Value1
2016-12-16,17:06:38,3309,Value7
2016-12-16,17:06:38,3309,Value7
2016-12-16,17:06:38,3309,Value7
2016-12-16,17:06:38,3309,Alfajores
2016-12-17,08:43:37,3310,Value11
2016-12-17,08:43:37,3310,Value9
2016-12-17,08:43:37,3310,Value8
2016-12-17,08:52:45,3311,Value1
2016-12-17,08:55:21,3312,Value1
2016-12-17,08:57:55,3313,Value7
2016-12-17,08:57:55,3313,Value8
2016-12-17,09:11:32,3314,Value1
2016-12-17,09:13:37,3315,Value1
2016-12-17,09:13:37,3315,Value1
2016-12-17,09:13:37,3315,Value8
2016-12-17,09:15:16,3316,Value9
2016-12-17,09:15:16,3316,Fudge
2016-12-17,09:25:27,3317,Value1
2016-12-17,09:32:14,3318,Value7
2016-12-17,09:32:14,3318,Scone
2016-12-17,09:32:14,3318,Juice
2016-12-17,09:39:28,3319,Value7
2016-12-17,09:39:28,3319,NONE
2016-12-17,10:02:54,3320,Value12
2016-12-17,10:02:54,3320,Scone
2016-12-17,10:02:54,3320,Lemon and coconut
2016-12-17,10:16:42,3321,Value4
2016-12-17,10:16:42,3321,Value5
2016-12-17,10:16:42,3321,Fudge
2016-12-17,10:21:23,3322,Value1
2016-12-17,10:22:35,3323,Value2
2016-12-17,10:26:07,3324,Value7
2016-12-17,10:26:07,3324,Value5
2016-12-17,10:26:07,3324,Juice
2016-12-17,10:30:01,3325,Value3
2016-12-17,10:30:01,3325,Value7
2016-12-17,10:30:01,3325,Value1
2016-12-17,10:30:01,3325,Value1
2016-12-17,10:30:01,3325,Vegan mincepie
2016-12-17,10:30:25,3326,Value4
2016-12-17,10:38:39,3327,Value1
2016-12-17,10:46:01,3328,Value7
2016-12-17,10:46:01,3328,Value7
2016-12-17,11:04:18,3329,Dulce de Leche
2016-12-17,11:04:18,3329,Value2
2016-12-17,11:04:18,3329,Alfajores
2016-12-17,11:09:47,3330,Value7
2016-12-17,11:09:47,3330,Value1
2016-12-17,11:09:47,3330,Value8
2016-12-17,11:09:47,3330,Value9
2016-12-17,11:09:47,3330,Value11
2016-12-17,11:15:59,3331,Value3
2016-12-17,11:15:59,3331,Scone
2016-12-17,11:18:40,3332,Fudge
2016-12-17,11:18:40,3332,Value4
2016-12-17,11:18:40,3332,Value1
2016-12-17,11:18:40,3332,Value11
2016-12-17,11:22:44,3333,Value7
2016-12-17,11:22:44,3333,The Nomad
2016-12-17,11:27:59,3334,Vegan mincepie
2016-12-17,11:30:03,3335,Value1
2016-12-17,11:31:05,3336,Value1
2016-12-17,11:32:35,3337,Value1
2016-12-17,11:32:35,3337,Scone
2016-12-17,11:39:39,3338,Cake
2016-12-17,11:45:06,3339,Value1
2016-12-17,11:48:31,3340,Vegan mincepie
2016-12-17,11:48:31,3340,Cake
2016-12-17,11:48:31,3340,NONE
2016-12-17,11:48:31,3340,Value7
2016-12-17,11:48:31,3340,Value7
2016-12-17,11:48:31,3340,Value7
2016-12-17,11:58:05,3341,Value7
2016-12-17,11:58:05,3341,Value7
2016-12-17,11:58:05,3341,Value9
2016-12-17,11:59:30,3342,Value1
2016-12-17,12:05:24,3343,Value4
2016-12-17,12:07:19,3344,Value9
2016-12-17,12:07:19,3344,Value8
2016-12-17,12:07:19,3344,Value7
2016-12-17,12:07:19,3344,Value7
2016-12-17,12:07:19,3344,Value7
2016-12-17,12:09:19,3345,NONE
2016-12-17,12:09:38,3346,Value1
2016-12-17,12:13:31,3347,Value1
2016-12-17,12:24:51,3348,Value1
2016-12-17,12:24:51,3348,Scone
2016-12-17,12:24:51,3348,Value1
2016-12-17,12:24:51,3348,The Nomad
2016-12-17,12:27:45,3349,Value7
2016-12-17,12:27:45,3349,Value12
2016-12-17,12:56:03,3350,Value1
2016-12-17,13:00:51,3351,NONE
2016-12-17,13:00:51,3351,Value18
2016-12-17,13:00:51,3351,Value12
2016-12-17,13:00:51,3351,Value12
2016-12-17,13:07:25,3352,Value7
2016-12-17,13:07:25,3352,Vegan mincepie
2016-12-17,13:16:46,3353,Value1
2016-12-17,13:28:27,3354,Value7
2016-12-17,13:28:27,3354,Value1
2016-12-17,13:28:27,3354,NONE
2016-12-17,13:36:54,3355,Scone
2016-12-17,13:36:54,3355,Value7
2016-12-17,13:42:26,3356,Value11
2016-12-17,13:42:26,3356,Value18
2016-12-17,13:42:26,3356,Value5
2016-12-17,13:50:42,3357,Value11
2016-12-17,14:01:17,3358,Value11
2016-12-17,14:09:46,3359,Value4
2016-12-17,14:09:46,3359,Fudge
2016-12-17,14:37:17,3360,NONE
2016-12-17,14:37:17,3360,Value7
2016-12-17,14:42:47,3361,NONE
2016-12-17,14:42:47,3361,Value18
2016-12-17,14:42:47,3361,Sandwich
2016-12-17,14:42:47,3361,Value1
2016-12-17,14:42:47,3361,Alfajores
2016-12-17,14:42:47,3361,Value9
2016-12-17,14:42:47,3361,Fudge
2016-12-17,14:50:01,3362,Cake
2016-12-17,14:52:35,3363,Juice
2016-12-17,14:52:35,3363,Value5
2016-12-17,14:52:35,3363,Value7
2016-12-17,14:53:59,3364,Value7
2016-12-17,14:53:59,3364,Value7
2016-12-17,15:06:25,3366,Value1
2016-12-17,15:06:25,3366,Value8
2016-12-17,15:16:25,3367,Value3
2016-12-17,15:16:25,3367,Value12
2016-12-17,15:27:58,3368,Crisps
2016-12-17,15:28:53,3369,Value1
2016-12-17,16:07:53,3370,Cake
2016-12-17,16:13:37,3371,Focaccia
2016-12-17,16:13:37,3371,Value12
2016-12-17,16:13:37,3371,Value12
2016-12-17,16:13:37,3371,Scone
2016-12-17,16:14:42,3372,Value7
2016-12-17,16:14:42,3372,Scone
2016-12-17,16:30:08,3373,Cake
2016-12-17,16:39:29,3374,Vegan mincepie
2016-12-17,16:40:29,3375,Value7
2016-12-17,16:40:29,3375,Value7
2016-12-17,16:48:34,3376,Value12
2016-12-17,16:48:34,3376,Vegan mincepie
2016-12-17,17:15:49,3377,Focaccia
2016-12-17,19:32:40,3378,Coke
2016-12-17,19:35:19,3379,Pintxos
2016-12-17,19:42:20,3380,Pintxos
2016-12-17,19:42:37,3381,Juice
2016-12-17,19:42:55,3382,Coke
2016-12-17,20:20:47,3383,Pintxos
2016-12-17,20:25:21,3384,Pintxos
2016-12-17,20:31:38,3385,Pintxos
2016-12-17,20:40:07,3386,Coke
2016-12-17,20:40:07,3386,Pintxos
2016-12-17,21:42:13,3387,Value3
2016-12-17,21:42:13,3387,Value3
2016-12-18,09:05:52,3388,NONE
2016-12-18,09:05:52,3388,Value9
2016-12-18,09:58:57,3389,Value7
2016-12-18,10:03:00,3390,Value7
2016-12-18,10:03:00,3390,Value1
2016-12-18,10:17:02,3391,Value7
2016-12-18,10:26:29,3392,Value1
2016-12-18,10:42:34,3393,Value7
2016-12-18,10:42:34,3393,Value5
2016-12-18,10:42:34,3393,Value1
2016-12-18,10:42:34,3393,Toast
2016-12-18,11:04:47,3394,Value7
2016-12-18,11:04:47,3394,Brownie
2016-12-18,11:04:47,3394,Value9
2016-12-18,11:06:35,3395,Value3
2016-12-18,11:06:35,3395,Value7
2016-12-18,11:06:35,3395,Brownie
2016-12-18,11:07:53,3396,Value12
2016-12-18,11:07:53,3396,Value3
2016-12-18,11:10:42,3397,Value12
2016-12-18,11:10:42,3397,Scone
2016-12-18,11:10:42,3397,Value1
2016-12-18,11:11:59,3398,Value9
2016-12-18,11:11:59,3398,Value7
2016-12-18,11:11:59,3398,Value7
2016-12-18,11:20:30,3399,Value1
2016-12-18,11:20:30,3399,Value7
2016-12-18,11:20:30,3399,Value3
2016-12-18,11:20:30,3399,Value7
2016-12-18,11:20:30,3399,Value8
2016-12-18,11:20:30,3399,Scone
2016-12-18,11:25:07,3400,Muesli
2016-12-18,11:25:07,3400,The Nomad
2016-12-18,11:25:07,3400,Value7
2016-12-18,11:25:07,3400,Value1
2016-12-18,11:28:45,3401,Value1
2016-12-18,11:28:45,3401,NONE
2016-12-18,11:30:35,3402,Fudge
2016-12-18,11:50:39,3403,Value1
2016-12-18,11:53:09,3404,Value7
2016-12-18,11:53:09,3404,Value7
2016-12-18,12:06:54,3405,Value1
2016-12-18,12:20:46,3406,Value1
2016-12-18,12:26:03,3407,Value7
2016-12-18,12:26:03,3407,Brownie
2016-12-18,12:26:03,3407,Vegan mincepie
2016-12-18,12:28:26,3408,Dulce de Leche
2016-12-18,12:29:19,3409,Value7
2016-12-18,12:29:19,3409,Value7
2016-12-18,12:30:19,3410,Value7
2016-12-18,12:36:18,3411,Value11
2016-12-18,12:48:33,3412,NONE
2016-12-18,12:48:33,3412,NONE
2016-12-18,12:48:33,3412,Value7
2016-12-18,13:04:56,3413,Value7
2016-12-18,13:04:56,3413,Brownie
2016-12-18,13:05:35,3414,Value7
2016-12-18,13:09:23,3415,Value7
2016-12-18,13:09:23,3415,Value3
2016-12-18,13:09:23,3415,Vegan mincepie
2016-12-18,13:10:21,3416,NONE
2016-12-18,13:10:21,3416,NONE
2016-12-18,13:10:21,3416,Value1
2016-12-18,13:17:20,3417,Value7
2016-12-18,13:17:20,3417,Value18
2016-12-18,13:34:30,3418,Value9
2016-12-18,13:34:30,3418,Value7
2016-12-18,13:43:08,3419,Value7
2016-12-18,13:43:08,3419,Juice
2016-12-18,13:43:08,3419,Value10
2016-12-18,13:43:08,3419,Value9
2016-12-18,13:43:08,3419,Crisps
2016-12-18,13:43:08,3419,Value18
2016-12-18,13:47:26,3420,Value7
2016-12-18,14:06:13,3421,Value7
2016-12-18,14:06:13,3421,NONE
2016-12-18,14:06:13,3421,Value5
2016-12-18,14:06:38,3422,Value1
2016-12-18,14:07:29,3423,Value1
2016-12-18,14:09:37,3424,Value7
2016-12-18,14:09:37,3424,Value7
2016-12-18,14:09:37,3424,Cake
2016-12-18,14:09:37,3424,Value1
2016-12-18,14:09:37,3424,Dulce de Leche
2016-12-18,14:09:37,3424,Value1
2016-12-18,14:11:33,3425,Value7
2016-12-18,14:11:33,3425,Value3
2016-12-18,14:11:33,3425,Value1
2016-12-18,14:23:47,3426,Coke
2016-12-18,14:29:28,3427,Fudge
2016-12-18,14:35:35,3428,Fudge
2016-12-18,14:40:46,3429,Value12
2016-12-18,14:40:46,3429,Juice
2016-12-18,14:40:46,3429,Cake
2016-12-18,14:40:46,3429,Value13
2016-12-18,14:44:07,3430,Brownie
2016-12-18,14:44:07,3430,Value9
2016-12-18,14:44:07,3430,Value3
2016-12-18,14:44:07,3430,Value7
2016-12-18,15:05:10,3431,Value7
2016-12-18,15:08:16,3432,Value1
2016-12-18,15:13:27,3433,Value7
2016-12-18,15:13:27,3433,Value1
2016-12-18,15:24:24,3434,Value7
2016-12-18,15:24:24,3434,Value3
2016-12-18,15:24:24,3434,Value7
2016-12-18,15:24:24,3434,Value5
2016-12-18,15:24:24,3434,Vegan mincepie
2016-12-19,08:15:09,3435,Value7
2016-12-19,08:15:09,3435,Value9
2016-12-19,08:24:18,3436,Value5
2016-12-19,08:24:18,3436,Value3
2016-12-19,08:24:18,3436,NONE
2016-12-19,08:28:09,3437,NONE
2016-12-19,08:28:09,3437,Value7
2016-12-19,08:47:26,3438,Value7
2016-12-19,09:03:56,3439,Value12
2016-12-19,09:06:28,3440,Value7
2016-12-19,09:06:28,3440,Value1
2016-12-19,09:15:51,3441,Value3
2016-12-19,09:22:32,3442,Value7
2016-12-19,09:27:11,3443,Value1
2016-12-19,09:27:11,3443,Value9
2016-12-19,09:31:22,3444,Value7
2016-12-19,09:32:37,3445,Value1
2016-12-19,09:37:26,3446,Value7
2016-12-19,09:37:26,3446,Value12
2016-12-19,09:37:26,3446,Value8
2016-12-19,09:43:55,3447,Value9
2016-12-19,09:43:55,3447,Value7
2016-12-19,09:43:55,3447,Value7
2016-12-19,09:48:01,3448,Value7
2016-12-19,09:48:01,3448,Value3
2016-12-19,10:09:56,3449,Fudge
2016-12-19,10:09:56,3449,Value4
2016-12-19,10:09:56,3449,Fudge
2016-12-19,10:09:56,3449,Fudge
2016-12-19,10:13:51,3450,Value3
2016-12-19,10:13:51,3450,Value21
2016-12-19,10:13:51,3450,Value1
2016-12-19,10:13:51,3450,Value5
2016-12-19,10:13:51,3450,Value5
2016-12-19,10:19:20,3451,Value7
2016-12-19,10:19:20,3451,Value12
2016-12-19,10:19:20,3451,Toast
2016-12-19,10:19:20,3451,Brownie
2016-12-19,10:24:20,3452,Value7
2016-12-19,10:24:20,3452,Value7
2016-12-19,10:39:13,3453,Value7
2016-12-19,10:44:25,3454,Value11
2016-12-19,11:15:29,3455,Value12
2016-12-19,11:15:29,3455,NONE
2016-12-19,11:16:14,3456,Value1
2016-12-19,11:19:43,3457,Value1
2016-12-19,11:19:43,3457,Value7
2016-12-19,11:19:43,3457,Value7
2016-12-19,11:19:43,3457,Value1
2016-12-19,11:35:50,3458,NONE
2016-12-19,11:35:50,3458,Value12
2016-12-19,11:51:27,3459,Value7
2016-12-19,12:02:06,3460,Value7
2016-12-19,12:02:06,3460,Fudge
2016-12-19,12:02:06,3460,Brownie
2016-12-19,12:11:02,3461,Value7
2016-12-19,12:12:54,3462,Value7
2016-12-19,12:12:54,3462,Value1
2016-12-19,12:14:11,3463,Value7
2016-12-19,12:14:11,3463,Value9
2016-12-19,12:15:15,3464,Value11
2016-12-19,12:17:18,3465,Fudge
2016-12-19,12:17:18,3465,Value7
2016-12-19,12:17:18,3465,Sandwich
2016-12-19,12:17:18,3465,NONE
2016-12-19,12:19:16,3466,Toast
2016-12-19,12:19:16,3466,Value5
2016-12-19,12:25:23,3467,Sandwich
2016-12-19,12:25:23,3467,Value7
2016-12-19,12:25:23,3467,Value1
2016-12-19,12:26:34,3468,Focaccia
2016-12-19,12:26:34,3468,Value2
2016-12-19,12:29:33,3469,Truffles
2016-12-19,12:29:33,3469,Value17
2016-12-19,12:32:35,3470,Value7
2016-12-19,12:32:35,3470,Value7
2016-12-19,12:37:35,3471,Sandwich
2016-12-19,12:37:35,3471,Sandwich
2016-12-19,12:41:03,3472,Value17
2016-12-19,12:41:03,3472,Value7
2016-12-19,12:41:03,3472,Value1
2016-12-19,12:45:48,3473,Value1
2016-12-19,12:45:48,3473,Cake
2016-12-19,12:55:47,3474,Value12
2016-12-19,12:55:47,3474,Value1
2016-12-19,12:58:32,3475,Value1
2016-12-19,13:00:53,3476,Value5
2016-12-19,13:00:53,3476,Value1
2016-12-19,13:15:59,3477,Value7
2016-12-19,13:31:23,3478,NONE
2016-12-19,13:31:23,3478,Value7
2016-12-19,13:37:24,3479,Value12
2016-12-19,13:37:24,3479,Sandwich
2016-12-19,13:38:56,3480,Value1
2016-12-19,13:38:56,3480,Brownie
2016-12-19,13:44:59,3481,NONE
2016-12-19,13:44:59,3481,Value12
2016-12-19,13:44:59,3481,Value7
2016-12-19,13:46:01,3482,Value7
2016-12-19,13:46:29,3483,Value7
2016-12-19,13:46:29,3483,Value5
2016-12-19,13:51:14,3484,Cake
2016-12-19,13:51:14,3484,Value1
2016-12-19,13:52:55,3485,Value7
2016-12-19,14:14:17,3486,Value10
2016-12-19,14:14:17,3486,Coke
2016-12-19,14:14:17,3486,Value1
2016-12-19,14:14:17,3486,Sandwich
2016-12-19,14:14:17,3486,NONE
2016-12-19,14:20:10,3487,NONE
2016-12-19,14:20:10,3487,Juice
2016-12-19,14:20:10,3487,Value1
2016-12-19,14:21:25,3488,Value7
2016-12-19,14:33:54,3489,Truffles
2016-12-19,14:33:54,3489,Value12
2016-12-19,14:33:54,3489,Cake
2016-12-19,14:33:54,3489,NONE
2016-12-19,14:39:57,3490,Value7
2016-12-19,14:39:57,3490,Scone
2016-12-19,14:39:57,3490,Brownie
2016-12-19,14:45:49,3491,Value12
2016-12-19,14:46:31,3492,Sandwich
2016-12-19,14:46:31,3492,Juice
2016-12-19,14:46:31,3492,Value12
2016-12-19,14:47:22,3493,Value7
2016-12-19,14:56:31,3494,Cake
2016-12-19,14:56:31,3494,Sandwich
